fit_ok_link_class_counts_all_asteroid_mixed_objects,fit_ok_link_class_counts_all_non_asteroid,fit_ok_link_class_counts_all_same_asteroid,fit_ok_link_class_counts_mixed_with_non_asteroid,is_good_link_class_counts_all_asteroid_mixed_objects,is_good_link_class_counts_all_non_asteroid,is_good_link_class_counts_all_same_asteroid,is_good_link_class_counts_mixed_with_non_asteroid,known_ades_exists,known_ades_mtime_utc,known_ades_rows,known_all_exists,known_all_mtime_utc,known_all_rows,known_mask15_exists,known_mask15_mtime_utc,known_mask15_rows,known_match1_exists,known_match1_mtime_utc,known_match1_rows,known_reply_exists,known_reply_mtime_utc,known_reply_text,known_status_complete,known_status_exists,known_submission_id,link_class_counts_all_asteroid_mixed_objects,link_class_counts_all_non_asteroid,link_class_counts_all_same_asteroid,link_class_counts_mixed_with_non_asteroid,night,requested_known_objects_with_ge_3_detections_linked_fraction,requested_known_objects_with_ge_3_detections_linked_objects,requested_known_objects_with_ge_3_detections_total_objects,requested_links_all_different_known,requested_links_all_non_known,requested_links_all_same_known,requested_links_known_plus_non_known,requested_mask_gaia_known_detection_delete_fraction,requested_mask_gaia_known_detection_fraction_in_masked_catalog,requested_mask_gaia_known_detections_after_mask,requested_mask_gaia_known_detections_deleted,requested_mask_gaia_known_detections_total,requested_mask_gaia_masked_catalog_total_detections,requested_orbit_fit_all_same_known_links,requested_orbit_fit_fit_ok_all_non_known_links,requested_orbit_fit_fit_ok_fraction,requested_orbit_fit_fit_ok_links,requested_orbit_fit_is_good_fraction,requested_orbit_fit_is_good_links,requested_tracklets_all_non_asteroid,requested_tracklets_one_endpoint_known,requested_tracklets_two_endpoints_different_known,requested_tracklets_two_endpoints_same_known,review_blank,review_csv_exists,review_false,review_manifest_exists,review_manifest_mtime_utc,review_manifest_n_catalog_rows,review_manifest_n_gifs_copied,review_manifest_n_gifs_missing,review_manifest_review_ades_rows,review_manifest_review_full_rows,review_mtime_utc,review_real,review_rows,submit_blank,submit_csv_exists,submit_false,submit_mtime_utc,submit_real,submit_rows,summary_exists,summary_links_total,summary_mask_gaia_known_detections,summary_mask_gaia_total_detections,summary_matched_detections_total,summary_member_rows_total,summary_mtime_utc,summary_orbit_fit_ok,summary_orbit_is_good,summary_tracklets_total,unknown_ades_exists,unknown_ades_mtime_utc,unknown_ades_rows,unknown_links_exists,unknown_links_mtime_utc,unknown_links_rows,unknown_reply_exists,unknown_reply_mtime_utc,unknown_reply_text,unknown_submission_id,unknown_validate_reply_exists,unknown_validate_reply_mtime_utc,unknown_validate_reply_text,unknown_validate_submission_id
,51,908,18,,51,908,18,True,2026-04-01T03:53:31.885435+00:00,3724,True,2026-06-19T14:35:27.628779+00:00,165113,True,2026-06-19T14:35:29.766739+00:00,6128,True,2026-06-19T14:35:28.706759+00:00,5602,True,2026-04-01T03:53:45.658136+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:53:43.915_0000BrY7,,False,2026-04-01T03:53:43.915_0000BrY7,,51,908,18,20260207,0.717588769611891,869,1211,0,51,908,18,0.19598563968668406,0.014415959084073102,4927,1201,6128,341774,908,51,1.0,977,1.0,977,5520,102,1,2401,0,True,45,True,2026-06-20T02:29:17.121447+00:00,51,51,0,153,153,2026-06-22T15:48:39.923700+00:00,6,51,0,True,45,2026-06-22T15:48:39.923700+00:00,6,51,True,977,4927,341774,6128,1989,2026-06-20T02:27:24.759578+00:00,977,977,8024,True,2026-06-22T15:54:54.290601+00:00,18,True,2026-06-20T02:27:25.270318+00:00,51,True,2026-06-22T15:54:59.405503+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-22T15:54:58.188_0000C10F,2026-06-22T15:54:58.188_0000C10F,False,,,
,92,1399,13,,92,1399,13,True,2026-04-01T03:54:31.994130+00:00,5735,True,2026-06-19T14:45:53.130823+00:00,178174,True,2026-06-19T14:45:55.308781+00:00,9212,True,2026-06-19T14:45:54.231802+00:00,8683,True,2026-04-01T03:54:37.003021+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:54:34.480_0000BrY8,,False,2026-04-01T03:54:34.480_0000BrY8,,92,1399,13,20260208,0.745819397993311,1338,1794,0,92,1399,13,0.1601172383847156,0.01727591219361883,7737,1475,9212,447849,1399,92,1.0,1504,1.0,1504,7387,103,1,3816,0,True,89,True,2026-06-20T02:33:49.980611+00:00,92,92,0,276,276,2026-06-23T02:25:39.590515+00:00,3,92,0,True,89,2026-06-23T02:25:39.590515+00:00,3,92,True,1504,7737,447849,9212,3047,2026-06-20T02:29:54.241635+00:00,1504,1504,11307,True,2026-06-23T02:30:18.384758+00:00,9,True,2026-06-20T02:29:54.752448+00:00,92,True,2026-06-23T02:30:23.166664+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T02:30:21.495_0000C14C,2026-06-23T02:30:21.495_0000C14C,False,,,
,23,538,6,,23,538,6,True,2026-04-01T03:55:31.874830+00:00,2457,True,2026-06-19T14:49:03.882176+00:00,52862,True,2026-06-19T14:49:04.622162+00:00,4027,True,2026-06-19T14:49:04.262169+00:00,3858,True,2026-04-01T03:55:35.248756+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:55:33.847_0000BrY9,,False,2026-04-01T03:55:33.847_0000BrY9,,23,538,6,20260210,0.6843501326259946,516,754,0,23,538,6,0.1368264216538366,0.021807869905641437,3476,551,4027,159392,538,23,1.0,567,1.0,567,2153,59,1,1661,0,True,22,True,2026-06-20T02:34:52.317845+00:00,23,23,0,69,69,2026-06-23T02:32:00.904504+00:00,1,23,0,True,22,2026-06-23T02:32:00.904504+00:00,1,23,True,567,3476,159392,4027,1144,2026-06-20T02:34:02.896709+00:00,567,567,3874,True,2026-06-23T02:35:24.935728+00:00,3,True,2026-06-20T02:34:03.387673+00:00,23,True,2026-06-23T02:35:28.590656+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T02:35:27.691_0000C14D,2026-06-23T02:35:27.691_0000C14D,False,,,
,81,1467,11,,81,1467,11,True,2026-04-01T03:56:31.919526+00:00,5973,True,2026-06-19T14:57:07.581930+00:00,140230,True,2026-06-19T14:57:09.506893+00:00,9051,True,2026-06-19T14:57:08.557911+00:00,8751,True,2026-04-01T03:56:37.576403+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:56:35.451_0000BrYA,,False,2026-04-01T03:56:35.451_0000BrYA,,81,1467,11,20260211,0.7740516767454645,1408,1819,0,81,1467,11,0.08982432880344714,0.018104579328956996,8238,813,9051,455023,1467,81,1.0,1559,1.0,1559,5990,128,2,4148,0,True,81,True,2026-06-20T02:37:22.155897+00:00,81,81,0,243,243,2026-06-23T02:36:10.520969+00:00,0,81,0,True,81,2026-06-23T02:36:10.520969+00:00,0,81,True,1559,8238,455023,9051,3178,2026-06-20T02:35:23.523653+00:00,1559,1559,10268,True,2026-06-23T02:40:29.216734+00:00,0,True,2026-06-20T02:35:24.049124+00:00,81,False,,,,False,,,
,15,150,4,,15,150,4,True,2026-04-01T03:57:31.862224+00:00,1150,True,2026-06-19T15:02:48.920407+00:00,103689,True,2026-06-19T15:02:50.229382+00:00,5051,True,2026-06-19T15:02:49.587394+00:00,4914,True,2026-04-01T03:57:40.554035+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:57:37.276_0000BrYB,,False,2026-04-01T03:57:37.276_0000BrYB,,15,150,4,20260212,0.4188034188034188,147,351,0,15,150,4,0.12037220352405464,0.016615867910768713,4443,608,5051,267395,150,15,1.0,169,1.0,169,2585,60,2,1582,0,True,15,True,2026-06-20T02:38:07.256256+00:00,15,15,0,45,45,2026-06-23T02:36:54.536161+00:00,0,15,0,True,15,2026-06-23T02:36:54.536161+00:00,0,15,True,169,4443,267395,5051,351,2026-06-20T02:37:45.356058+00:00,169,169,4229,True,2026-06-23T02:40:29.687725+00:00,0,True,2026-06-20T02:37:45.849402+00:00,15,False,,,,False,,,
,107,1485,4,,107,1485,4,True,2026-04-01T03:58:31.905920+00:00,5747,True,2026-06-19T15:10:37.215458+00:00,138501,True,2026-06-19T15:10:39.156421+00:00,8255,True,2026-06-19T15:10:38.262438+00:00,7967,True,2026-04-01T03:58:36.494821+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T03:58:34.330_0000BrYC,,False,2026-04-01T03:58:34.330_0000BrYC,,107,1485,4,20260213,0.7923894795747062,1416,1787,0,107,1485,4,0.09230769230769231,0.020521626721661232,7493,762,8255,365127,1485,107,1.0,1596,1.0,1596,5571,87,2,3838,0,True,106,True,2026-06-20T02:41:34.816128+00:00,107,107,0,321,321,2026-06-23T08:30:15.062359+00:00,1,107,0,True,106,2026-06-23T08:30:15.062359+00:00,1,107,True,1596,7493,365127,8255,3222,2026-06-20T02:38:35.365083+00:00,1596,1596,9498,True,2026-06-23T08:33:59.093609+00:00,3,True,2026-06-20T02:38:35.881441+00:00,107,True,2026-06-23T08:34:04.268509+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T08:34:03.262_0000C15H,2026-06-23T08:34:03.262_0000C15H,False,,,
,42,1072,15,,42,1072,15,True,2026-04-01T04:00:01.877967+00:00,4275,True,2026-06-19T15:19:23.292408+00:00,150050,True,2026-06-19T15:19:25.301370+00:00,7069,True,2026-06-19T15:19:24.307389+00:00,6753,True,2026-04-01T04:00:05.758882+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:00:04.344_0000BrYD,,False,2026-04-01T04:00:04.344_0000BrYD,,42,1072,15,20260215,0.7703814510097232,1030,1337,0,42,1072,15,0.07525816947234404,0.01889808850908334,6537,532,7069,345908,1072,42,1.0,1129,1.0,1129,4736,79,5,2985,0,True,42,True,2026-06-20T02:42:58.139062+00:00,42,42,0,126,126,2026-06-23T08:32:01.420455+00:00,0,42,0,True,42,2026-06-23T08:32:01.420455+00:00,0,42,True,1129,6537,345908,7069,2258,2026-06-20T02:42:08.302805+00:00,1129,1129,7805,True,2026-06-23T08:34:04.787499+00:00,0,True,2026-06-20T02:42:09.271343+00:00,42,False,,,,False,,,
,70,2098,15,,70,2098,15,True,2026-04-01T04:01:01.972662+00:00,8713,True,2026-06-19T15:28:39.364788+00:00,174240,True,2026-06-19T15:28:41.590745+00:00,12582,True,2026-06-19T15:28:40.487766+00:00,12203,True,2026-04-01T04:01:06.726558+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:01:04.970_0000BrYE,,False,2026-04-01T04:01:04.970_0000BrYE,,70,2098,15,20260216,0.8066612510154346,1986,2462,0,70,2098,15,0.0797170561119059,0.01895570889505521,11579,1003,12582,610845,2098,70,1.0,2183,1.0,2183,7794,234,10,5965,0,True,68,True,2026-06-20T02:45:07.082086+00:00,70,70,0,210,210,2026-06-23T08:35:39.767955+00:00,2,70,0,True,68,2026-06-23T08:35:39.767955+00:00,2,70,True,2183,11579,610845,12582,4593,2026-06-20T02:43:34.943621+00:00,2183,2183,14003,True,2026-06-23T08:39:07.187618+00:00,6,True,2026-06-20T02:43:35.470688+00:00,70,True,2026-06-23T08:39:13.875488+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T08:39:13.084_0000C15N,2026-06-23T08:39:13.084_0000C15N,False,,,
,127,1693,12,,127,1693,12,True,2026-04-01T04:02:01.956359+00:00,6307,True,2026-06-19T15:37:59.437107+00:00,154147,True,2026-06-19T15:38:01.596066+00:00,9704,True,2026-06-19T15:38:00.529086+00:00,9335,True,2026-04-01T04:02:06.374263+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:02:04.411_0000BrYF,,False,2026-04-01T04:02:04.411_0000BrYF,,127,1693,12,20260217,0.7935960591133004,1611,2030,0,127,1693,12,0.07883347073371806,0.017421860839500206,8939,765,9704,513091,1693,127,1.0,1832,1.0,1832,7935,168,4,4438,0,True,127,True,2026-06-20T02:48:36.867362+00:00,127,127,0,381,381,2026-06-23T08:40:53.377652+00:00,0,127,0,True,127,2026-06-23T08:40:53.377652+00:00,0,127,True,1832,8939,513091,9704,3695,2026-06-20T02:45:42.475569+00:00,1832,1832,12545,True,2026-06-23T08:44:14.484719+00:00,0,True,2026-06-20T02:45:42.993235+00:00,127,False,,,,False,,,
,67,1422,13,,67,1422,13,True,2026-04-01T04:03:01.913057+00:00,5487,True,2026-06-19T15:48:04.437576+00:00,161610,True,2026-06-19T15:48:06.606535+00:00,8815,True,2026-06-19T15:48:05.537555+00:00,8367,True,2026-04-01T04:03:05.781973+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:03:04.175_0000BrYG,,False,2026-04-01T04:03:04.175_0000BrYG,,85,1422,13,20260218,0.7552255225522553,1373,1818,0,85,1422,13,0.12943845717526942,0.01508174684126432,7674,1141,8815,508827,1422,67,0.9881578947368421,1502,0.9881578947368421,1502,7223,135,4,3642,0,True,67,True,2026-06-20T02:50:47.162879+00:00,67,67,0,201,201,2026-06-23T08:43:20.820000+00:00,0,67,0,True,67,2026-06-23T08:43:20.820000+00:00,0,67,True,1520,7674,508827,8815,3040,2026-06-20T02:49:14.538889+00:00,1502,1502,11004,True,2026-06-23T08:44:14.985709+00:00,0,True,2026-06-20T02:49:15.037158+00:00,67,False,,,,False,,,
1,91,841,9,1,91,841,9,True,2026-04-01T04:04:01.899754+00:00,3474,True,2026-06-19T15:53:34.667280+00:00,114937,True,2026-06-19T15:53:35.984255+00:00,6211,True,2026-06-19T15:53:35.337267+00:00,6048,True,2026-04-01T04:04:06.413656+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:04:05.094_0000BrYH,,False,2026-04-01T04:04:05.094_0000BrYH,1,91,841,9,20260219,0.7554092191909689,803,1063,1,91,841,9,0.07357913379488006,0.025187792194148236,5754,457,6211,228444,841,91,1.0,942,1.0,942,3566,75,6,2609,0,True,91,True,2026-06-20T02:53:14.824456+00:00,91,91,0,273,273,2026-06-23T08:45:20.774484+00:00,0,91,0,True,91,2026-06-23T08:45:20.774484+00:00,0,91,True,942,5754,228444,6211,1884,2026-06-20T02:51:08.149178+00:00,942,942,6256,True,2026-06-23T08:49:15.513951+00:00,0,True,2026-06-20T02:51:08.640973+00:00,91,False,,,,False,,,
,28,527,3,,28,527,3,False,,0,True,2026-06-19T16:02:40.879866+00:00,126746,True,2026-06-19T16:02:42.697831+00:00,3531,True,2026-06-19T16:02:41.795848+00:00,3305,False,,,,False,,,41,527,3,20260220,0.8213114754098361,501,610,0,41,527,3,0.12715944491645426,0.013630352965110365,3082,449,3531,226113,527,28,0.9772329246935202,558,0.9772329246935202,558,4078,42,0,1426,0,True,28,True,2026-06-20T02:54:30.615489+00:00,28,28,0,84,84,2026-06-23T08:46:13.323667+00:00,0,28,0,True,28,2026-06-23T08:46:13.323667+00:00,0,28,True,571,3082,226113,3531,1144,2026-06-20T02:53:47.413577+00:00,558,558,5546,True,2026-06-23T08:49:16.006941+00:00,0,True,2026-06-20T02:53:47.899910+00:00,28,False,,,,False,,,
,49,1237,9,,49,1237,9,True,2026-04-01T04:06:01.971146+00:00,4574,True,2026-06-19T16:11:18.099993+00:00,145211,True,2026-06-19T16:11:20.054956+00:00,7672,True,2026-06-19T16:11:19.089974+00:00,7286,True,2026-04-01T04:06:09.338986+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:06:06.301_0000BrYJ,,False,2026-04-01T04:06:06.301_0000BrYJ,,49,1237,9,20260222,0.8171667829727843,1171,1433,0,49,1237,9,0.11131386861313869,0.01386787079977219,6818,854,7672,491640,1237,49,1.0,1295,1.0,1295,4922,104,1,3114,0,True,49,True,2026-06-20T02:56:10.343712+00:00,49,49,0,147,147,2026-06-23T08:47:56.024687+00:00,0,49,0,True,49,2026-06-23T08:47:56.024687+00:00,0,49,True,1295,6818,491640,7672,2609,2026-06-20T02:55:02.624941+00:00,1295,1295,8141,True,2026-06-23T08:49:16.489932+00:00,0,True,2026-06-20T02:55:03.211462+00:00,49,False,,,,False,,,
,2,281,1,,2,281,1,True,2026-04-01T04:07:01.806846+00:00,996,True,2026-06-19T16:13:08.624882+00:00,29100,True,2026-06-19T16:13:09.053874+00:00,1986,True,2026-06-19T16:13:08.839878+00:00,1939,True,2026-04-01T04:07:04.319792+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:07:03.365_0000BrYK,,False,2026-04-01T04:07:03.365_0000BrYK,,2,281,1,20260223,0.8863636363636364,273,308,0,2,281,1,0.06042296072507553,0.016120114724074777,1866,120,1986,115756,281,2,1.0,284,1.0,284,754,24,0,658,0,True,2,True,2026-06-20T02:56:21.481114+00:00,2,2,0,6,6,2026-06-23T08:48:05.054724+00:00,0,2,0,True,2,2026-06-23T08:48:05.054724+00:00,0,2,True,284,1866,115756,1986,598,2026-06-20T02:56:18.500374+00:00,284,284,1436,True,2026-06-23T08:49:17.001922+00:00,0,True,2026-06-20T02:56:18.981004+00:00,2,False,,,,False,,,
,,,,,,,,True,2026-04-01T04:08:01.860542+00:00,37,True,2026-06-19T16:14:19.497528+00:00,20538,True,2026-06-19T16:14:19.796523+00:00,442,True,2026-06-19T16:14:19.645525+00:00,426,True,2026-04-01T04:08:05.467463+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:08:02.712_0000BrYL,,False,2026-04-01T04:08:02.712_0000BrYL,,,,,20260224,0.0,0,11,0,0,0,0,0.06787330316742081,0.03549276361130255,412,30,442,11608,0,0,,0,,0,170,1,0,132,0,True,0,True,2026-06-20T02:56:26.158182+00:00,0,0,0,0,0,2026-06-20T02:56:26.158101+00:00,0,0,0,False,0,,0,0,True,0,412,11608,442,0,2026-06-20T02:56:25.194926+00:00,0,0,303,False,,0,True,2026-06-20T02:56:25.647876+00:00,0,False,,,,False,,,
,9,249,3,,9,249,3,True,2026-04-01T04:09:01.847239+00:00,1054,True,2026-06-19T16:18:01.370291+00:00,62213,True,2026-06-19T16:18:02.183275+00:00,1976,True,2026-06-19T16:18:01.784282+00:00,1895,True,2026-04-01T04:09:04.698177+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:09:03.465_0000BrYM,,False,2026-04-01T04:09:03.465_0000BrYM,,9,249,3,20260303,0.7620578778135049,237,311,0,9,249,3,0.08906882591093117,0.020793623288858084,1800,176,1976,86565,249,9,1.0,261,1.0,261,1933,28,1,845,0,True,9,True,2026-06-20T02:56:49.987676+00:00,9,9,0,27,27,2026-06-23T08:48:24.718726+00:00,0,9,0,True,9,2026-06-23T08:48:24.718726+00:00,0,9,True,261,1800,86565,1976,526,2026-06-20T02:56:38.520672+00:00,261,261,2807,True,2026-06-23T08:49:17.449914+00:00,0,True,2026-06-20T02:56:39.010619+00:00,9,False,,,,False,,,
,9,222,1,,9,222,1,True,2026-04-01T04:10:01.828936+00:00,1046,True,2026-06-19T16:24:48.562514+00:00,87107,True,2026-06-19T16:24:49.899488+00:00,2759,True,2026-06-19T16:24:49.238501+00:00,2553,True,2026-04-01T04:10:06.385837+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:10:05.391_0000BrYN,,False,2026-04-01T04:10:05.391_0000BrYN,,12,222,1,20260306,0.675,216,320,0,12,222,1,0.18448713301920985,0.01534192026292642,2250,509,2759,146657,222,9,0.9872340425531915,232,0.9872340425531915,232,2312,16,0,969,0,True,9,True,2026-06-20T02:57:29.710679+00:00,9,9,0,27,27,2026-06-23T08:48:38.756652+00:00,0,9,0,True,9,2026-06-23T08:48:38.756652+00:00,0,9,True,235,2250,146657,2759,475,2026-06-20T02:57:10.142399+00:00,232,232,3297,True,2026-06-23T08:49:17.882905+00:00,0,True,2026-06-20T02:57:10.629011+00:00,9,False,,,,False,,,
,15,224,1,,15,224,1,True,2026-04-01T04:11:01.849632+00:00,884,True,2026-06-19T16:29:58.363600+00:00,52060,True,2026-06-19T16:29:59.411580+00:00,1732,True,2026-06-19T16:29:58.890590+00:00,1619,True,2026-04-01T04:11:07.604507+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:11:06.345_0000BrYP,,False,2026-04-01T04:11:06.345_0000BrYP,,17,224,1,20260308,0.7712177121771218,209,271,0,17,224,1,0.15011547344110854,0.011164032399963596,1472,260,1732,131852,224,15,0.9917355371900827,240,0.9917355371900827,240,2553,8,0,637,0,True,15,True,2026-06-20T02:58:24.295904+00:00,15,15,0,45,45,2026-06-23T08:49:08.504811+00:00,0,15,0,True,15,2026-06-23T08:49:08.504811+00:00,0,15,True,242,1472,131852,1732,494,2026-06-20T02:57:45.292461+00:00,240,240,3198,True,2026-06-23T08:49:18.356896+00:00,0,True,2026-06-20T02:57:45.781335+00:00,15,False,,,,False,,,
,8,207,1,,8,207,1,True,2026-04-01T04:12:01.836329+00:00,819,True,2026-06-19T16:33:27.788602+00:00,61796,True,2026-06-19T16:33:28.625587+00:00,1136,True,2026-06-19T16:33:28.216594+00:00,1087,True,2026-04-01T04:12:12.347101+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:12:05.163_0000BrYQ,,False,2026-04-01T04:12:05.163_0000BrYQ,,8,207,1,20260309,0.8778280542986425,194,221,0,8,207,1,0.07130281690140845,0.020746072011484082,1055,81,1136,50853,207,8,1.0,216,1.0,216,825,9,0,590,0,True,7,True,2026-06-20T02:58:44.484412+00:00,8,8,0,25,25,2026-06-23T08:49:54.055642+00:00,1,8,0,True,7,2026-06-23T08:49:54.055642+00:00,1,8,True,216,1055,50853,1136,535,2026-06-20T02:58:37.010190+00:00,216,216,1424,True,2026-06-23T08:54:19.626123+00:00,4,True,2026-06-20T02:58:37.498340+00:00,8,True,2026-06-23T08:54:26.276996+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T08:54:23.288_0000C15U,2026-06-23T08:54:23.288_0000C15U,False,,,
,87,1268,5,,87,1268,5,True,2026-04-01T04:13:01.859025+00:00,4934,True,2026-06-19T16:42:05.315722+00:00,137732,True,2026-06-19T16:42:07.323684+00:00,6965,True,2026-06-19T16:42:06.335702+00:00,6791,True,2026-04-01T04:13:15.252734+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:13:05.603_0000BrYR,,False,2026-04-01T04:13:05.603_0000BrYR,,87,1268,5,20260310,0.811193526635199,1203,1483,0,87,1268,5,0.08485283560660445,0.016663355258342134,6374,591,6965,382516,1268,87,1.0,1360,1.0,1360,5782,64,1,3366,0,True,85,True,2026-06-20T03:00:50.187303+00:00,87,87,0,261,261,2026-06-23T08:54:02.160406+00:00,2,87,0,True,85,2026-06-23T08:54:02.160406+00:00,2,87,True,1360,6374,382516,6965,2778,2026-06-20T02:59:15.681436+00:00,1360,1360,9213,True,2026-06-23T08:54:28.143960+00:00,6,True,2026-06-20T02:59:16.204596+00:00,87,True,2026-06-23T08:54:35.533818+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T08:54:33.441_0000C15V,2026-06-23T08:54:33.441_0000C15V,False,,,
,69,1291,7,,69,1291,7,True,2026-04-01T04:14:01.888721+00:00,5090,True,2026-06-19T16:49:42.881981+00:00,128380,True,2026-06-19T16:49:44.712946+00:00,7119,True,2026-06-19T16:49:43.807963+00:00,6973,True,2026-04-01T04:14:08.066587+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:14:06.549_0000BrYS,,False,2026-04-01T04:14:06.549_0000BrYS,,69,1291,7,20260311,0.8081740276862228,1226,1517,0,69,1291,7,0.10071639275179098,0.018248206391147825,6402,717,7119,350829,1291,69,1.0,1367,1.0,1367,5559,64,1,3407,0,True,68,True,2026-06-20T03:02:27.299323+00:00,69,69,0,207,207,2026-06-23T08:56:11.837205+00:00,1,69,0,True,68,2026-06-23T08:56:11.837205+00:00,1,69,True,1367,6402,350829,7119,2751,2026-06-20T03:01:20.944086+00:00,1367,1367,9031,True,2026-06-23T08:59:36.751015+00:00,3,True,2026-06-20T03:01:21.461191+00:00,69,True,2026-06-23T08:59:43.022894+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T08:59:42.236_0000C15Z,2026-06-23T08:59:42.236_0000C15Z,False,,,
,5,306,,,5,306,,True,2026-04-01T04:15:01.753421+00:00,1308,True,2026-06-19T16:52:17.607025+00:00,54901,True,2026-06-19T16:52:18.257013+00:00,2284,True,2026-06-19T16:52:17.939019+00:00,2244,True,2026-04-01T04:15:04.706357+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:15:03.417_0000BrYT,,False,2026-04-01T04:15:03.417_0000BrYT,,5,306,,20260315,0.7381546134663342,296,401,0,5,306,0,0.06436077057793345,0.026167560551514705,2137,147,2284,81666,306,5,1.0,311,1.0,311,1185,12,1,969,0,True,5,True,2026-06-20T03:02:43.591866+00:00,5,5,0,15,15,2026-06-23T08:56:44.486100+00:00,0,5,0,True,5,2026-06-23T08:56:44.486100+00:00,0,5,True,311,2137,81666,2284,622,2026-06-20T03:02:38.527488+00:00,311,311,2167,True,2026-06-23T08:59:43.500884+00:00,0,True,2026-06-20T03:02:39.020706+00:00,5,False,,,,False,,,
,16,361,3,,16,361,3,True,2026-04-01T04:16:01.805116+00:00,1391,True,2026-06-19T16:55:05.784812+00:00,61342,True,2026-06-19T16:55:06.499799+00:00,2539,True,2026-06-19T16:55:06.153805+00:00,2477,True,2026-04-01T04:16:05.343040+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:16:04.314_0000BrYU,,False,2026-04-01T04:16:04.314_0000BrYU,,16,361,3,20260316,0.8203309692671394,347,423,0,16,361,3,0.05080740448995667,0.02490312580728494,2410,129,2539,96775,361,16,1.0,380,1.0,380,1192,32,2,1109,0,True,16,True,2026-06-20T03:03:06.538366+00:00,16,16,0,48,48,2026-06-23T08:57:05.051780+00:00,0,16,0,True,16,2026-06-23T08:57:05.051780+00:00,0,16,True,380,2410,96775,2539,771,2026-06-20T03:02:53.330348+00:00,380,380,2335,True,2026-06-23T08:59:43.940876+00:00,0,True,2026-06-20T03:02:53.820423+00:00,16,False,,,,False,,,
,18,629,,,18,629,,True,2026-04-01T04:17:01.850812+00:00,2239,True,2026-06-19T16:57:05.744521+00:00,43773,True,2026-06-19T16:57:06.291510+00:00,3390,True,2026-06-19T16:57:06.019516+00:00,3318,True,2026-04-01T04:18:12.190284+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T04:18:10.532_0000BrYV,,False,2026-04-01T04:18:10.532_0000BrYV,,18,629,,20260318,0.863768115942029,596,690,0,18,629,0,0.0471976401179941,0.020213398416721425,3230,160,3390,159795,629,18,1.0,647,1.0,647,1917,48,4,1503,0,True,18,True,2026-06-20T03:03:31.917609+00:00,18,18,0,54,54,2026-06-23T08:57:39.958172+00:00,0,18,0,True,18,2026-06-23T08:57:39.958172+00:00,0,18,True,647,3230,159795,3390,1298,2026-06-20T03:03:15.190260+00:00,647,647,3472,True,2026-06-23T08:59:44.371867+00:00,0,True,2026-06-20T03:03:15.696004+00:00,18,False,,,,False,,,
,9,162,2,,9,162,2,True,2026-03-31T08:11:15.982749+00:00,728,True,2026-06-19T17:03:02.291711+00:00,107231,True,2026-06-19T17:03:03.461688+00:00,1264,True,2026-06-19T17:03:02.886699+00:00,1175,True,2026-03-31T08:11:20.497651+00:00,[Known-object ADES submission].  Submission ID is 2026-03-31T08:11:19.006_0000BrUO,,False,2026-03-31T08:11:19.006_0000BrUO,,9,162,2,20260330,0.8031088082901554,155,193,0,9,162,2,0.17958860759493672,0.017261756138160632,1037,227,1264,60075,162,9,1.0,173,1.0,173,856,2,0,520,0,True,9,True,2026-06-20T03:04:01.237362+00:00,9,9,0,27,27,2026-06-23T08:58:11.035269+00:00,0,9,0,True,9,2026-06-23T08:58:11.035269+00:00,0,9,True,173,1037,60075,1264,443,2026-06-20T03:03:52.880255+00:00,173,173,1378,True,2026-06-23T08:59:44.839859+00:00,0,True,2026-06-20T03:03:53.371283+00:00,9,False,,,,False,,,
