night,path,exists,mtime_utc,sha256,parse_status,parameter_line,declared_group_n,skip_reason_counts,group_started_n,group_complete_n,group_failed_n,exposure_group_membership_n,grouped_gaia_input_detection_n,common_area_survivor_detection_n,edge_shell_survivor_detection_n,static_survivor_detection_n,tracklet_n,missing_stage_group_n,duplicate_stage_line_n
20260407,/pipeline/xiaoyunao/data/heliolincrr/20260407/tracklets_linreproj/make_tracklet.log,True,2026-05-15T05:54:05.449087+00:00,08cfd9ffcb22b0f3f24dc775a7b529129066845020bda3f52802be1337f674f9,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,93,{},93,93,0,380,381625,381625,336964,78948,9674,0,0
20260408,/pipeline/xiaoyunao/data/heliolincrr/20260408/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260409,/pipeline/xiaoyunao/data/heliolincrr/20260409/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260410,/pipeline/xiaoyunao/data/heliolincrr/20260410/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:17:49.363124+00:00,9dc4bbecc4c1a0fb5bf4202f0d3dd1c034daa2c05c66eafd2efb88c650b5c6c1,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,66,{},66,66,0,218,259904,259904,237790,58066,6385,0,0
20260411,/pipeline/xiaoyunao/data/heliolincrr/20260411/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:25:18.296740+00:00,6fa7de547c575904adfae2747a1e8f28c0656df75ceb2ac4c21954e97458b72c,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,35,{},35,35,0,132,62521,62521,48338,16323,1496,0,0
20260412,/pipeline/xiaoyunao/data/heliolincrr/20260412/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:27:33.893280+00:00,d2268df763228372e369a405fcc37172bab93bb8a40432c8369fbb0adfeff663,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,5,"{""no tracklets"": 2}",5,5,0,10,2563,2563,1671,1641,7,0,0
20260413,/pipeline/xiaoyunao/data/heliolincrr/20260413/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260414,/pipeline/xiaoyunao/data/heliolincrr/20260414/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260415,/pipeline/xiaoyunao/data/heliolincrr/20260415/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260416,/pipeline/xiaoyunao/data/heliolincrr/20260416/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260417,/pipeline/xiaoyunao/data/heliolincrr/20260417/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260418,/pipeline/xiaoyunao/data/heliolincrr/20260418/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260419,/pipeline/xiaoyunao/data/heliolincrr/20260419/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260420,/pipeline/xiaoyunao/data/heliolincrr/20260420/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:28:39.566508+00:00,b1125ac16e16d3a77e4dd920906a08ccb0be7b6effed04ef92c47487cfb32896,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,89,{},89,89,0,343,403599,403599,360536,96693,10746,0,0
20260421,/pipeline/xiaoyunao/data/heliolincrr/20260421/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260422,/pipeline/xiaoyunao/data/heliolincrr/20260422/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:54:10.832222+00:00,5bf644cef906757a60d6acd7ca16d28cf15e1b88426b75888415a4312c84cff1,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,22,{},22,22,0,80,56825,56825,48045,13510,1315,0,0
20260423,/pipeline/xiaoyunao/data/heliolincrr/20260423/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:56:27.392685+00:00,4a228abbd7e2203ebf47ae5295f720fc207e7a5db3414994ba9748a4c946818e,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,22,{},22,22,0,69,22825,22825,18389,7363,627,0,0
20260424,/pipeline/xiaoyunao/data/heliolincrr/20260424/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260425,/pipeline/xiaoyunao/data/heliolincrr/20260425/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:57:14.563220+00:00,51deeed79199afdea5c8ae3bafd5cc622c7610dbbb6d175339e5ab01ef49ad1f,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,22,{},22,22,0,92,19881,19881,8760,5814,456,0,0
20260426,/pipeline/xiaoyunao/data/heliolincrr/20260426/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:58:31.122531+00:00,72ae378ab0ac9fb8215c70ec370e25b33e844c96e45ff5500a8cbfc7fa79e8b0,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,44,"{""no tracklets"": 1}",44,44,0,140,38043,38043,21244,12664,884,0,0
20260427,/pipeline/xiaoyunao/data/heliolincrr/20260427/tracklets_linreproj/make_tracklet.log,True,2026-05-15T06:59:43.059409+00:00,6870bb344ccf4b2472d2ada358202d093ef18c2c4bd8773ba767246892d7b6e3,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,44,{},44,44,0,204,89711,89711,58941,21411,3244,0,0
20260428,/pipeline/xiaoyunao/data/heliolincrr/20260428/tracklets_linreproj/make_tracklet.log,True,2026-05-15T07:06:46.852622+00:00,d18746ea2e047be00d97e7f08f493013195075347321c84e1d6806bc91c27383,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,69,{},69,69,0,328,131329,131329,85633,31751,4598,0,0
20260429,/pipeline/xiaoyunao/data/heliolincrr/20260429/tracklets_linreproj/make_tracklet.log,True,2026-05-15T07:16:29.406443+00:00,0fa82fc211914b21c8b9fa8f9d55cdd3289c190ebe762bf2a47ce41df0d36c36,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,49,{},49,49,0,288,109391,109391,74668,35964,4282,0,0
20260430,/pipeline/xiaoyunao/data/heliolincrr/20260430/tracklets_linreproj/make_tracklet.log,True,2026-05-15T07:32:21.282277+00:00,a66297bc7c005a486e91762441fb7529ed8a6ebddc2830ff40343bafdadf7634,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,14,"{""no tracklets"": 4}",14,14,0,32,7156,7156,3879,3140,83,0,0
20260501,/pipeline/xiaoyunao/data/heliolincrr/20260501/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260502,/pipeline/xiaoyunao/data/heliolincrr/20260502/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260503,/pipeline/xiaoyunao/data/heliolincrr/20260503/tracklets_linreproj/make_tracklet.log,True,2026-05-15T07:40:54.670483+00:00,a325f27be63a5673cec704a725368c81d659247eeaa0e456d58ed3bced42d19d,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,65,"{""candidate tracklets 102624 exceeds max_tracklets_per_group=100000"": 1, ""candidate tracklets 188978 exceeds max_tracklets_per_group=100000"": 1}",65,65,0,306,1016836,1016836,968366,841513,5213,0,0
20260504,/pipeline/xiaoyunao/data/heliolincrr/20260504/tracklets_linreproj/make_tracklet.log,True,2026-05-15T07:51:53.984126+00:00,ca989a90717de46932de5e51a3525dc7a045d586524b24b67cd09cb91d3670a9,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,73,{},73,73,0,314,165868,165868,132636,49509,4704,0,0
20260505,/pipeline/xiaoyunao/data/heliolincrr/20260505/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260506,/pipeline/xiaoyunao/data/heliolincrr/20260506/tracklets_linreproj/make_tracklet.log,True,2026-05-15T08:02:13.497638+00:00,19d1ed0d0222fae50640880b9fc8438281faec6d12d96b0e0e3453422fff405b,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,42,{},42,42,0,147,79607,79607,64366,24692,2181,0,0
20260507,/pipeline/xiaoyunao/data/heliolincrr/20260507/tracklets_linreproj/make_tracklet.log,True,2026-05-15T08:08:47.939212+00:00,3968f5a974dbc4f4c2f3ee9d2585b38f7b33fef0c1f6487c782fd318ae8df9cc,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,49,{},49,49,0,124,92050,92050,76062,26614,2360,0,0
20260508,/pipeline/xiaoyunao/data/heliolincrr/20260508/tracklets_linreproj/make_tracklet.log,True,2026-05-15T08:13:49.415989+00:00,fb373c8b5893da556dc66793bf71c4161d9fa0cc95d12e4f725d09a6eb47fa2f,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,54,{},54,54,0,222,191538,191538,168618,44933,4009,0,0
20260509,/pipeline/xiaoyunao/data/heliolincrr/20260509/tracklets_linreproj/make_tracklet.log,True,2026-05-15T08:22:39.395573+00:00,c793d35e422e47f875f95502a36ef34b6f8551ec5f8f5d5af2e23a6170a21a52,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,44,{},44,44,0,200,129494,129494,106347,31288,4605,0,0
20260510,/pipeline/xiaoyunao/data/heliolincrr/20260510/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260511,/pipeline/xiaoyunao/data/heliolincrr/20260511/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260512,/pipeline/xiaoyunao/data/heliolincrr/20260512/tracklets_linreproj/make_tracklet.log,True,2026-05-15T08:34:06.750205+00:00,6c33509c08d874ba926719a413935a2476d6581e5d321c7c7a09ecb60883fa52,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,54,{},54,54,0,230,104421,104421,82929,27771,2981,0,0
20260513,/pipeline/xiaoyunao/data/heliolincrr/20260513/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260514,/pipeline/xiaoyunao/data/heliolincrr/20260514/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260515,/pipeline/xiaoyunao/data/heliolincrr/20260515/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260516,/pipeline/xiaoyunao/data/heliolincrr/20260516/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260517,/pipeline/xiaoyunao/data/heliolincrr/20260517/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260518,/pipeline/xiaoyunao/data/heliolincrr/20260518/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260519,/pipeline/xiaoyunao/data/heliolincrr/20260519/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260520,/pipeline/xiaoyunao/data/heliolincrr/20260520/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260521,/pipeline/xiaoyunao/data/heliolincrr/20260521/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260522,/pipeline/xiaoyunao/data/heliolincrr/20260522/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260523,/pipeline/xiaoyunao/data/heliolincrr/20260523/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260524,/pipeline/xiaoyunao/data/heliolincrr/20260524/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260525,/pipeline/xiaoyunao/data/heliolincrr/20260525/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260526,/pipeline/xiaoyunao/data/heliolincrr/20260526/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260527,/pipeline/xiaoyunao/data/heliolincrr/20260527/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260528,/pipeline/xiaoyunao/data/heliolincrr/20260528/tracklets_linreproj/make_tracklet.log,True,2026-06-17T08:22:10.509973+00:00,f75e28750af8519153a3811660a2b4c6f56c9f14f7735a49f82d10960a00c688,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,49,{},49,49,0,276,222095,222095,180439,132209,92792,0,0
20260529,/pipeline/xiaoyunao/data/heliolincrr/20260529/tracklets_linreproj/make_tracklet.log,True,2026-06-17T08:30:28.243088+00:00,3d7ca0382eb5f6e0538914dc10aea4bfa0097bf6b1ccb58b39fd1eff982350ad,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,46,{},46,46,0,288,264629,264629,226205,119873,4545,0,0
20260530,/pipeline/xiaoyunao/data/heliolincrr/20260530/tracklets_linreproj/make_tracklet.log,True,2026-06-17T08:46:16.511752+00:00,21c743dbddf6f87510854b6861b830fa3f46d206f7a57d7adf3d748f4b4688b3,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,64,{},64,64,0,261,329192,329192,299915,163712,7098,0,0
20260531,/pipeline/xiaoyunao/data/heliolincrr/20260531/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260601,/pipeline/xiaoyunao/data/heliolincrr/20260601/tracklets_linreproj/make_tracklet.log,True,2026-06-17T08:54:16.046683+00:00,e63d66671777bdd22016091f19d519ce67d1840aa30c4d6f64ba087df3b7a95d,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,68,{},68,68,0,296,72334,72334,47455,25189,2352,0,0
20260602,/pipeline/xiaoyunao/data/heliolincrr/20260602/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260603,/pipeline/xiaoyunao/data/heliolincrr/20260603/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260604,/pipeline/xiaoyunao/data/heliolincrr/20260604/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260605,/pipeline/xiaoyunao/data/heliolincrr/20260605/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260606,/pipeline/xiaoyunao/data/heliolincrr/20260606/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260607,/pipeline/xiaoyunao/data/heliolincrr/20260607/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260608,/pipeline/xiaoyunao/data/heliolincrr/20260608/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260609,/pipeline/xiaoyunao/data/heliolincrr/20260609/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260610,/pipeline/xiaoyunao/data/heliolincrr/20260610/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260611,/pipeline/xiaoyunao/data/heliolincrr/20260611/tracklets_linreproj/make_tracklet.log,True,2026-06-17T09:04:51.457138+00:00,595a8fbe795409eadf094eb823c3e9bb3751c6063fea62f142f34b767bb038b8,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,68,{},68,68,0,269,1087221,1087221,1080653,843497,267450,0,0
20260612,/pipeline/xiaoyunao/data/heliolincrr/20260612/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260613,/pipeline/xiaoyunao/data/heliolincrr/20260613/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260614,/pipeline/xiaoyunao/data/heliolincrr/20260614/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260615,/pipeline/xiaoyunao/data/heliolincrr/20260615/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260616,/pipeline/xiaoyunao/data/heliolincrr/20260616/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260617,/pipeline/xiaoyunao/data/heliolincrr/20260617/tracklets_linreproj/make_tracklet.log,True,2026-06-20T04:41:48.268407+00:00,4c272e05d346e663b202373d2050de938c392176c55d4b1bbf8d7bafc803947f,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,5,{},5,5,0,10,10959,10959,10207,3313,173,0,0
20260618,/pipeline/xiaoyunao/data/heliolincrr/20260618/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260619,/pipeline/xiaoyunao/data/heliolincrr/20260619/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260620,/pipeline/xiaoyunao/data/heliolincrr/20260620/tracklets_linreproj/make_tracklet.log,True,2026-06-21T03:48:56.181289+00:00,f175f71dcb9ee1fa7bc114b7ff325d7cc827ae9f75efc7ac70c04bf82d321d21,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,72,{},72,72,0,222,258437,258437,221233,90094,4158,0,0
20260621,/pipeline/xiaoyunao/data/heliolincrr/20260621/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260622,/pipeline/xiaoyunao/data/heliolincrr/20260622/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260623,/pipeline/xiaoyunao/data/heliolincrr/20260623/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260624,/pipeline/xiaoyunao/data/heliolincrr/20260624/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260625,/pipeline/xiaoyunao/data/heliolincrr/20260625/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260626,/pipeline/xiaoyunao/data/heliolincrr/20260626/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260627,/pipeline/xiaoyunao/data/heliolincrr/20260627/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260628,/pipeline/xiaoyunao/data/heliolincrr/20260628/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260629,/pipeline/xiaoyunao/data/heliolincrr/20260629/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260630,/pipeline/xiaoyunao/data/heliolincrr/20260630/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260701,/pipeline/xiaoyunao/data/heliolincrr/20260701/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260702,/pipeline/xiaoyunao/data/heliolincrr/20260702/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260703,/pipeline/xiaoyunao/data/heliolincrr/20260703/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260704,/pipeline/xiaoyunao/data/heliolincrr/20260704/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260705,/pipeline/xiaoyunao/data/heliolincrr/20260705/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260706,/pipeline/xiaoyunao/data/heliolincrr/20260706/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260707,/pipeline/xiaoyunao/data/heliolincrr/20260707/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260708,/pipeline/xiaoyunao/data/heliolincrr/20260708/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260709,/pipeline/xiaoyunao/data/heliolincrr/20260709/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260710,/pipeline/xiaoyunao/data/heliolincrr/20260710/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260711,/pipeline/xiaoyunao/data/heliolincrr/20260711/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260712,/pipeline/xiaoyunao/data/heliolincrr/20260712/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260713,/pipeline/xiaoyunao/data/heliolincrr/20260713/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260714,/pipeline/xiaoyunao/data/heliolincrr/20260714/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260715,/pipeline/xiaoyunao/data/heliolincrr/20260715/tracklets_linreproj/make_tracklet.log,True,2026-07-16T01:04:36.558574+00:00,83a84d394342255e20df9bb7a8e62dd3698a05e05736f7cf42a5cb3b97f40920,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,21,{},21,21,0,49,39532,39532,34049,16506,635,0,0
