night,raw_science_n,l2_mp_n,plan_n,plan_matched_raw_n,known_predicted_n,known_match1_n,known_mask15_n,known_ades_n,known_mpc_state,gaia_survivor_n,grouped_gaia_input_detection_n,edge_shell_survivor_detection_n,static_survivor_detection_n,tracklet_n,link_n,orbit_fit_n,orbit_is_good_n,unknown_n,review_real_n,submit_real_n,audit_initial_n,audit_real_n,unknown_mpc_state,quality_code,quality_reason,code_commit,input_manifest_hash,raw_all_mp_n,raw_not_in_plan_n,plan_not_acquired_n,acquired_frame_plan_compliance,planned_frame_realization,summary_known_mask15_n,masked_catalog_detection_n,link_member_n,link_all_non_known_n,orbit_fit_non_known_n,orbit_is_good_non_known_n,known_after_gaia_n,known_ge3_object_n,known_ge3_linked_object_n,summary_exists,mag_flag_prefilter_detection_n,gaia_removed_n,gaia_ok_file_n,gaia_log_file_n,gaia_status_counts,tracklet_stage_state,common_area_survivor_detection_n,tracklet_log_n,tracklet_group_n,tracklet_skip_reason_counts,primary_science_included,unknown_science_included,l2_detection_n,tracklet_count_log_minus_summary
20260427,224,224,354,224,82462,2739,2826,2300,reply_received,95300,89711,58941,21411,3244,459,459,459,22,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,224,0,130,1.0,0.632768361581921,2826,95300,1623,22,22,22,2629,462,412,True,2774996,2679696,224,224,"{""ok"": 224}",ok,89711,3244,44,{},True,True,3079164,0.0
20260428,329,329,354,329,120887,3827,3996,3348,reply_received,131598,131329,85633,31751,4598,623,614,614,31,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,329,0,25,1.0,0.9293785310734464,3996,131598,2263,40,31,31,3642,649,535,True,4820061,4688463,329,329,"{""ok"": 329}",ok,131329,4598,69,{},True,True,5359247,0.0
20260429,298,298,351,298,109420,3008,3157,2657,reply_received,112282,109391,74668,35964,4282,457,457,457,58,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,298,0,53,1.0,0.8490028490028491,3157,112282,1660,58,58,58,2615,486,372,True,5295523,5183241,298,298,"{""ok"": 298}",ok,109391,4282,49,{},True,True,6128659,0.0
20260430,48,48,348,48,19801,185,192,36,reply_received,10387,7156,3879,3140,83,7,7,7,0,0,0,0,0,true_zero_catalog,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,48,0,300,1.0,0.13793103448275862,192,10387,14,0,0,0,172,12,7,True,266952,256565,48,48,"{""ok"": 48}",ok,7156,83,14,"{""no tracklets"": 4}",True,True,306575,0.0
20260501,0,0,348,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,348,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260502,0,0,345,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,345,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260503,328,328,330,277,95824,3022,3297,2138,ades_without_reply,1025703,1016836,968366,841513,5213,508,507,507,32,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,328,51,53,0.8445121951219512,0.8393939393939394,3297,1025703,1370,33,32,32,2744,542,443,True,14001360,12975657,328,328,"{""ok"": 328}",ok,1016836,5213,65,"{""candidate tracklets 102624 exceeds max_tracklets_per_group=100000"": 1, ""candidate tracklets 188978 exceeds max_tracklets_per_group=100000"": 1}",True,True,29404618,0.0
20260504,327,327,333,303,116127,3075,3190,2371,reply_received,167924,165868,132636,49509,4704,641,638,638,39,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,327,24,30,0.926605504587156,0.9099099099099099,3190,167924,1551,42,39,39,2920,639,561,True,5998285,5830361,327,327,"{""ok"": 327}",ok,165868,4704,73,{},True,True,7050089,0.0
20260505,0,0,339,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,339,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260506,147,147,336,147,47941,1826,1913,1354,reply_received,79607,79607,64366,24692,2181,340,340,340,24,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,147,0,189,1.0,0.4375,1913,79607,953,24,24,24,1796,340,297,True,2019756,1940149,147,147,"{""ok"": 147}",ok,79607,2181,42,{},True,True,2233352,0.0
20260507,142,142,336,142,48207,2758,2860,921,reply_received,114267,92050,76062,26614,2360,216,216,216,16,1,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,142,0,194,1.0,0.4226190476190476,2860,114267,441,16,16,16,2616,286,184,True,3693016,3578749,142,142,"{""ok"": 142}",ok,92050,2360,49,{},True,True,4129842,0.0
20260508,224,222,333,224,72938,3211,3320,2449,reply_received,191538,191538,168618,44933,4009,497,497,497,33,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,224,0,109,1.0,0.6726726726726727,3320,191538,1378,33,33,33,3035,608,430,True,2526186,2334648,222,222,"{""ok"": 222}",ok,191538,4009,54,{},True,True,2811099,0.0
20260509,200,200,332,200,64280,3419,3543,3000,reply_received,129494,129494,106347,31288,4605,598,598,598,44,2,2,2,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,200,0,132,1.0,0.6024096385542169,3543,129494,2014,44,44,44,3221,623,523,True,4844230,4714736,200,200,"{""ok"": 200}",ok,129494,4605,44,{},True,True,5388202,0.0
20260510,0,0,330,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,330,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260511,0,0,327,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,327,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260512,240,240,326,240,76447,2261,2324,1814,reply_received,106562,104421,82929,27771,2981,382,382,382,28,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,240,0,86,1.0,0.7361963190184049,2324,106562,1075,28,28,28,2016,432,328,True,2395526,2288964,240,240,"{""ok"": 240}",ok,104421,2981,54,{},True,True,2710230,0.0
20260513,0,0,324,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,324,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260514,0,0,322,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,322,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260515,0,0,321,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,321,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260516,0,0,318,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,1,0,318,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260517,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260518,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260519,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260520,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260521,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260522,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260523,0,0,306,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,306,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260524,0,0,306,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,306,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260525,0,0,303,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,303,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260526,0,0,303,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,303,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260527,0,0,300,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,300,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260528,279,279,300,235,82171,2390,2794,1555,reply_received,223228,222095,180439,132209,92792,1170,1170,1170,0,0,0,0,0,not_run,quarantine_unknown,high_candidate_count_926,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,279,44,65,0.8422939068100358,0.7833333333333333,2794,223228,2673,926,926,926,1719,347,222,True,15808312,15585084,279,279,"{""ok"": 279}",ok,222095,92792,49,{},True,False,23282034,0.0
20260529,296,296,294,278,86130,1400,1664,1030,reply_received,266645,264629,226205,119873,4545,183,183,183,29,7,7,7,0,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,296,18,16,0.9391891891891891,0.9455782312925171,1664,266645,604,29,29,29,1030,190,136,True,13423598,13156953,296,296,"{""ok"": 296}",ok,264629,4545,46,{},True,True,21393694,0.0
20260530,275,275,294,257,75636,763,928,450,reply_received,331442,329192,299915,163712,7098,115,115,115,21,4,4,4,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,275,18,37,0.9345454545454546,0.8741496598639455,928,331442,237,21,21,21,583,135,85,True,9716673,9385231,275,275,"{""ok"": 275}",ok,329192,7098,64,{},True,True,17807717,0.0
20260531,0,0,291,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,291,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260601,298,298,276,272,75678,1389,1457,1096,reply_received,72657,72334,47455,25189,2352,236,236,236,19,2,2,2,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,298,26,4,0.912751677852349,0.9855072463768116,1457,72657,624,19,19,19,1148,281,205,True,4661881,4589224,298,298,"{""ok"": 298}",ok,72334,2352,68,{},True,True,5289813,0.0
20260602,0,0,273,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,273,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260603,0,0,285,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,285,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260604,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260605,2,2,291,2,304,0,0,0,zero_match_or_no_ades,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,2,0,289,1.0,0.006872852233676976,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,missing,0,0,0,{},True,True,789,
20260606,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260607,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260608,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260609,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260610,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260611,270,269,285,270,75709,4655,5123,3597,reply_received,1087221,1087221,1080653,843497,267450,1319,1319,1319,0,0,0,0,0,not_run,quarantine_unknown,high_candidate_count_653,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,270,0,15,1.0,0.9473684210526315,5123,1087221,3392,653,653,653,3913,836,605,True,13663763,12576542,269,269,"{""ok"": 269}",ok,1087221,267450,68,{},True,False,28998489,0.0
20260612,0,0,285,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,285,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260613,0,0,285,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,285,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260614,0,0,285,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,285,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260615,0,0,285,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,285,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260616,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260617,27,27,282,27,7029,503,515,26,reply_received,30012,10959,10207,3313,173,0,0,0,0,0,0,0,0,true_zero_catalog,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,27,0,255,1.0,0.09574468085106383,515,30012,0,0,0,0,413,8,0,True,494812,464800,27,27,"{""ok"": 27}",ok,10959,173,5,{},True,True,583203,0.0
20260618,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260619,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260620,227,227,282,227,60293,2931,3274,1917,reply_received,261649,258437,221233,90094,4158,405,405,405,19,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,227,0,55,1.0,0.8049645390070922,3274,261649,829,19,19,19,2378,648,369,True,11736575,11474926,227,227,"{""ok"": 227}",ok,258437,4158,72,{},True,True,18961346,0.0
20260621,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260622,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260623,0,0,285,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,285,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260624,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260625,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260626,0,0,279,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,279,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260627,0,0,273,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,273,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260628,0,0,282,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,282,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260629,0,0,276,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,276,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
